category,scientific_name,common_names,conservation_status
Vascular Plant,Juncus canadensis,Canada Rush,Neutral
Vascular Plant,Juncus coriaceus,"Leathery Rush, Coriaceous Rush",Neutral
Vascular Plant,Juncus debilis,"Rush, Weak Rush",Neutral
Vascular Plant,Juncus dichotomus,Rush,Neutral
Vascular Plant,Juncus diffusissimus,"Diffuse Rush, Slimpod Rush",Neutral
Vascular Plant,Juncus dudleyi,Dudley's Rush,Neutral
Vascular Plant,Juncus effusus var. solutus,Lamp Rush,Neutral
Vascular Plant,Juncus gymnocarpus,"Few-Seeded Rush, Naked-Fruited Rush",Neutral
Vascular Plant,Juncus interior,Inland Rush,Neutral
Vascular Plant,Juncus longii,Long's Rush,Neutral
Vascular Plant,Juncus marginatus,"Grassleaf Rush, Margined Rush",Neutral
Vascular Plant,Juncus scirpoides,"Rush, Scirpus-Like Rush",Neutral
Vascular Plant,Juncus subcaudatus var. subcaudatus,Woodland Rush,Neutral
Vascular Plant,Juncus tenuis,Poverty Rush,Neutral
Vascular Plant,Juncus trifidus,Highland Rush,Neutral
Vascular Plant,Luzula acuminata,Hairy Woodrush,Neutral
Vascular Plant,Luzula acuminata var. acuminata,Wood-Rush,Neutral
Vascular Plant,Luzula acuminata var. carolinae,Wood-Rush,Neutral
Vascular Plant,Luzula bulbosa,Bulbous Woodrush,Neutral
Vascular Plant,Luzula echinata,"Wood-Rush, Wood Rush",Neutral
Vascular Plant,Luzula multiflora,"Wood-Rush, Common Woodrush",Neutral
Vascular Plant,Aegilops cylindrica,Jointed Goatgrass,Neutral
Vascular Plant,Agrostis capillaris,Rhode Island Bent,Neutral
Vascular Plant,Agrostis elliottiana,"Elliott Bentgrass, Elliott's Bentgrass",Neutral
Vascular Plant,Agrostis gigantea,Redtop,Neutral
Vascular Plant,Agrostis hyemalis,"Hairgrass, Winter Bentgrass",Neutral
Vascular Plant,Agrostis mertensii,Northern Agrostis,Neutral
Vascular Plant,Agrostis perennans,"Perenial Bentgrass, Upland Bent",Neutral
Vascular Plant,Agrostis scabra,"Rough Bentgrass, Rough Hairgrass",Neutral
Vascular Plant,Agrostis stolonifera,Creeping Bentgrass,Neutral
Vascular Plant,Alopecurus carolinianus,"Carolina Foxtail, Tufted Foxtail",Neutral
Vascular Plant,Andropogon gerardii,Big Bluestem,Neutral
Vascular Plant,Andropogon glomeratus,"Marsh Broomsedge, Bushy Bluestem",Neutral
Vascular Plant,Andropogon gyrans var. gyrans,"Elliott's Bluestem, Elliott Bluestem",Neutral
Vascular Plant,Andropogon ternarius,Silver Bluestem,Neutral
Vascular Plant,Andropogon virginicus,"Broom-Sedge, Virginia Broomsedge",Neutral
Vascular Plant,Anthoxanthum odoratum,Sweet Vernal Grass,Neutral
Vascular Plant,Aristida dichotoma var. dichotoma,Churchmouse Threeawn,Neutral
Vascular Plant,Aristida oligantha,Prairie Threeawn,Neutral
Vascular Plant,Aristida purpurascens,Purple Triple-Awned Grass,Neutral
Vascular Plant,Arrhenatherum elatius var. elatius,Tall Oatgrass,Neutral
Vascular Plant,Arthraxon hispidus,Arthraxon Grass,Neutral
Vascular Plant,Arundinaria gigantea ssp. gigantea,Giant Cane,Neutral
Vascular Plant,Arundo donax,Giantreed,Neutral
Vascular Plant,Avena sativa,"Cultivated Oat, Oats",Neutral
Vascular Plant,Brachyelytrum erectum,"Bearded Short-Husk, Common Shorthusk",Neutral
Vascular Plant,Brachyelytrum septentrionale,Northern Shorthusk,Neutral
Vascular Plant,Bromus ciliatus,Fringed Brome,Neutral
Vascular Plant,Bromus commutatus,"Hairy Brome, Common Brome Grass",Neutral
Vascular Plant,Bromus hordeaceus ssp. hordeaceus,Soft Brome,Neutral
Vascular Plant,Bromus inermis,"Awnless Brome, Brome Grass",Neutral
Vascular Plant,Bromus japonicus,"Japanese Chess, Japanese Brome",Neutral
Vascular Plant,Bromus kalmii,Hairy Wood Brome Grass,Neutral
Vascular Plant,Bromus latiglumis,Earlyleaf Brome,Neutral
Vascular Plant,Bromus pubescens,Native Brome Grass,Neutral
Vascular Plant,Bromus racemosus,Brome Grass,Neutral
Vascular Plant,Bromus secalinus,"Cheat Grass, Rye Brome",Neutral
Vascular Plant,Bromus tectorum,"Bromegrass, Cheat Grass",Neutral
Vascular Plant,Calamagrostis cainii,"Cain's Reed-Grass, Cain's Reed-Bent Grass",Species of Concern
Vascular Plant,Calamagrostis canadensis,Bluejoint,Neutral
Vascular Plant,Calamagrostis cinnoides,"Reed-Bent Grass, Nuttall's Small-Reedgrass",Neutral
Vascular Plant,Calamagrostis coarctata,Arctic Reedgrass,Neutral
Vascular Plant,Chasmanthium latifolium,"Broad-Leaved Spanglegrass, Indian Sea-Oats",Neutral
Vascular Plant,Chasmanthium laxum,Slender Woodoats,Neutral
Vascular Plant,Chasmanthium laxum ssp. sessiliflorum,Sessil-Leaved Spanglegrass,Neutral
Vascular Plant,Chasmanthium laxum var. laxum,Nodding Spanglegrass,Neutral
Vascular Plant,Chasmanthium laxum var. sessiliflorum,Slender Woodoats,Neutral
Vascular Plant,Chasmanthium sessiliflorum,"Longleaf Woodoats, Longleaf Spikegrass",Neutral
Vascular Plant,Cinna arundinacea,"Stout Wood Reed-Grass, Reedgrass",Neutral
Vascular Plant,Cinna latifolia,"Woodreed, Slender Wood Reedgrass",Neutral
Vascular Plant,Cynodon dactylon,"Bermuda-Grass, Bermuda Grass",Neutral
Vascular Plant,Cynosurus cristatus,Crested Dogstailgrass,Neutral
Vascular Plant,Dactylis glomerata,Orchard Grass,Neutral
Vascular Plant,Danthonia compressa,"Flattened Oatgrass, Mountain Oat Grass",Neutral
Vascular Plant,Danthonia epilis,Oat Grass,Neutral
Vascular Plant,Danthonia sericea,"Silky Oat-Grass, Downy Oat Grass",Neutral
Vascular Plant,Danthonia spicata,"Poverty Grass, Poverty Oat-Grass",Neutral
Vascular Plant,Deschampsia flexuosa,Wavy Hairgrass,Neutral
Vascular Plant,Diarrhena americana,American Beakgrain,Neutral
Vascular Plant,Dichanthelium acuminatum var. acuminatum,Tapered Rosette Grass,Species of Concern
Vascular Plant,Dichanthelium acuminatum var. fasciculatum,Woolly Panic Grass,Neutral
Vascular Plant,Dichanthelium acuminatum var. lindheimeri,Lindheimer Panicgrass,Neutral
Vascular Plant,Dichanthelium boscii,"Bosc's Witchgrass, Panic Grass",Neutral
Vascular Plant,Dichanthelium clandestinum,"Deer-Tongue Witchgrass, Panic Grass",Neutral
Vascular Plant,Dichanthelium commutatum,Common Panic Grass,Neutral
Vascular Plant,Dichanthelium depauperatum,"Green Panic-Grass, Panic Grass",Neutral
Vascular Plant,Dichanthelium dichotomum var. dichotomum,Small Panic Grass,Neutral
Vascular Plant,Dichanthelium dichotomum var. ensifolium,Cypress Panicgrass,Neutral
Vascular Plant,Dichanthelium latifolium,Broad-Leaved Panic Grass,Neutral
Vascular Plant,Dichanthelium laxiflorum,"Lax-Flower Witchgrass, Panic Grass",Neutral
Vascular Plant,Dichanthelium linearifolium,Panic Grass,Neutral
Vascular Plant,Dichanthelium longiligulatum,"Long-Ligule Panic Grass, Coastal-Plain Witchgrass",Neutral
Vascular Plant,Dichanthelium meridionale,Southern Panic Grass,Neutral
Vascular Plant,Dichanthelium sabulorum var. thinium,Small Panic Grass,Neutral
Vascular Plant,Dichanthelium scabriusculum,Panic Grass,Neutral
Vascular Plant,Dichanthelium scoparium,"Velvet Panic Grass, Broom Panic Grass",Neutral
Vascular Plant,Dichanthelium sphaerocarpon,Roundfruit Panic Grass,Neutral
Vascular Plant,Dichanthelium sphaerocarpon var. isophyllum,Panic Grass,Neutral
Vascular Plant,Dichanthelium sphaerocarpon var. sphaerocarpon,Panic Grass,Neutral
Vascular Plant,Dichanthelium villosissimum var. villosissimum,Panic Grass,Neutral
Vascular Plant,Digitaria ciliaris,Southern Crabgrass,Neutral
Vascular Plant,Digitaria filiformis,"Crabgrass, Slender Crabgrass",Neutral
Vascular Plant,Digitaria ischaemum,Smooth Crabgrass,Neutral
Vascular Plant,Digitaria sanguinalis,"Hairy Crabgrass, Crabgrass",Neutral
Vascular Plant,Digitaria violascens,Violet Crabgrass,Neutral
Vascular Plant,Echinochloa colona,"Barnyard Grass, Jungle-Rice",Neutral
Vascular Plant,Echinochloa crus-galli,Barnyard Grass,Neutral
Vascular Plant,Echinochloa muricata var. muricata,Barnyard Grass,Neutral
Vascular Plant,Eleusine indica,"India Goosegrass, Wiregrass",Neutral
Vascular Plant,Elymus hystrix var. hystrix,Eastern Bottlebrush Grass,Neutral
Vascular Plant,Elymus repens,Quackgrass,Neutral
Vascular Plant,Elymus riparius,"River Wild-Rye, Wild Rye",Neutral
Vascular Plant,Elymus villosus,Hairy Wildrye,Neutral
Vascular Plant,Elymus virginicus var. virginicus,Virginia Wildrye,Neutral
Vascular Plant,Elytrigia repens var. repens,Witch Grass,Neutral
Vascular Plant,Eragrostis capillaris,Fine Lovegrass,Neutral
Vascular Plant,Eragrostis cilianensis,Stinkgrass,Neutral
Vascular Plant,Eragrostis curvula,"Weeping Lovegrass, South African Lovegrass",Neutral
Vascular Plant,Eragrostis frankii,"Franks Love-Grass, Small Lovegrass",Neutral
Vascular Plant,Eragrostis hirsuta,Lovegrass,Neutral
Vascular Plant,Eragrostis hypnoides,"Teal Love Grass, Creeping Lovegrass",Neutral
Vascular Plant,Eragrostis pilosa,Indian Lovegrass,Neutral
Vascular Plant,Eragrostis spectabilis,"Tumblegrass, Purple Love-Grass",Neutral
Vascular Plant,Festuca filiformis,Fineleaf Sheep Fescue,Neutral
Vascular Plant,Festuca ovina,Ovina Fescue,Neutral
Vascular Plant,Festuca paradoxa,Clustered Fescue,Neutral
Vascular Plant,Festuca rubra,Red Fescue,Neutral
Vascular Plant,Festuca subverticillata,"Woodland Fescue, Nodding Fescue",Neutral
Vascular Plant,Glyceria melicaria,"Slender Manna Grass, Wood Mannagrass",Neutral
Vascular Plant,Glyceria nubigena,Smoky Mountain Mannagrass,Species of Concern
Vascular Plant,Glyceria striata,"Striate Mannagrass, Fowl Manna-Grass",Neutral
Vascular Plant,Gymnopogon ambiguus,Bearded Skeletongrass,Neutral
Vascular Plant,Holcus lanatus,"Common Velvet Grass, Velvetgrass",Neutral
Vascular Plant,Hordeum pusillum,Little Barley,Neutral
Vascular Plant,Hordeum vulgare,Common Barley,Neutral
Vascular Plant,Leersia hexandra,Southern Cutgrass,Neutral
Vascular Plant,Leersia oryzoides,Rice Cutgrass,Neutral
Vascular Plant,Leersia virginica,Virginia Cutgrass,Neutral
Vascular Plant,Leptochloa panicea ssp. brachiata,Mucronate Sprangeltop,Neutral
Vascular Plant,Lolium arundinaceum,Tall Fescue,Neutral
Vascular Plant,Lolium perenne,Perennial Ryegrass,Neutral
Vascular Plant,Lolium perenne ssp. multiflorum,Italian Ryegrass,Neutral
Vascular Plant,Lolium perenne ssp. perenne,Perennial Ryegrass,Neutral
Vascular Plant,Lolium pratense,"Meadow Ryegrass, Meadow Fescue",Neutral
Vascular Plant,Melica mutica,"Narrow Melic Grass, Melic Grass",Neutral
Vascular Plant,Microstegium vimineum,"Microstegium, Japanese Grass",Neutral
Vascular Plant,Milium effusum,"Wild Millet, Millet-Grass",Neutral
Vascular Plant,Miscanthus sinensis,Miscanthus,Neutral
Vascular Plant,Muhlenbergia capillaris,Hairawn Muhly,Neutral
Vascular Plant,Muhlenbergia frondosa,"Wirestem Muhly, Muhly",Neutral
Vascular Plant,Muhlenbergia schreberi,"Schreber Muhly, Drop-Seed",Neutral
Vascular Plant,Muhlenbergia sylvatica,Woodland Muhly,Neutral
Vascular Plant,Muhlenbergia tenuiflora,"Slender Muhly, Muhly",Neutral
Vascular Plant,Panicum anceps,Panic Grass,Neutral
Vascular Plant,Panicum capillare,"Panic Grass, Old Witch Panic-Grass",Neutral
Vascular Plant,Panicum dichotomiflorum,"Large Panic Grass, Spreading Panic-Grass",Neutral
Vascular Plant,Panicum flexile,Wiry Panicgrass,Neutral
Vascular Plant,Panicum gattingeri,"Gattinger Panic Grass, Panic Grass",Neutral
Vascular Plant,Panicum miliaceum,Millet,Neutral
Vascular Plant,Panicum philadelphicum,Philadelphia Panic Grass,Neutral
Vascular Plant,Panicum rigidulum,"Redtop Panicum, Redtop Panicgrass",Neutral
Vascular Plant,Panicum rigidulum var. elongatum,"Stalked-Fruit Panic Grass, Tall Flat Panic-Grass",Neutral
Vascular Plant,Panicum rigidulum var. pubescens,Long-Leaved Panic Grass,Neutral
Vascular Plant,Panicum rigidulum var. rigidulum,Redtop Panicum,Neutral
Vascular Plant,Panicum verrucosum,"Tuberculate Panic Grass, Warty Panic Grass",Neutral
Vascular Plant,Panicum virgatum,"Old Switch Panic Grass, Panic Grass",Neutral
Vascular Plant,Paspalum boscianum,Bull Crowngrass,Neutral
Vascular Plant,Paspalum dilatatum,"Dallis-Grass, Dallasgrass",Neutral
Vascular Plant,Paspalum floridanum,Florida Paspalum,Neutral
Vascular Plant,Paspalum laeve,Field Paspalum,Neutral
Vascular Plant,Paspalum pubiflorum var. glabrum,"Hairy-Seed Paspalum, Paspalum",Neutral
Vascular Plant,Paspalum setaceum,Thin Paspalum,Neutral
Vascular Plant,Paspalum urvillei,"Vasey Grass, Vasey-Grass",Neutral
Vascular Plant,Phalaris arundinacea,Reed Canary Grass,Neutral
Vascular Plant,Phleum pratense,"Meadow Timothy, Common Timothy",Neutral
Vascular Plant,Piptochaetium avenaceum,"Blackseed Needlegrass, Needlegrass",Neutral
Vascular Plant,Poa alsodes,"Wood Bluegrass, Grove Meadow Grass",Neutral
Vascular Plant,Poa annua,"Annual Blue Grass, Annual Bluegrass",Neutral
Vascular Plant,Poa autumnalis,Autumn Bluegrass,Neutral
Vascular Plant,Poa chapmaniana,"Chapman's Bluegrass, Chapman Bluegrass",Neutral
Vascular Plant,Poa compressa,"Canada Bluegrass, Wiregrass",Neutral
Vascular Plant,Poa cuspidata,"Bluegrass, Woodland Bluegrass",Neutral
Vascular Plant,Poa paludigena,Bog Bluegrass,Species of Concern
Vascular Plant,Poa palustris,"Fowl Bluegrass, Marsh Bluegrass",Neutral
Vascular Plant,Poa pratensis,"Junegrass, Kentucky Bluegrass",Neutral
Vascular Plant,Poa saltuensis,"Bluegrass, A Bluegrass",Neutral
Vascular Plant,Poa sylvestris,Woodland Bluegrass,Neutral
Vascular Plant,Poa trivialis,"Bluegrass, Scribner Bluegrass",Neutral
Vascular Plant,Saccharum alopecuroidum,Beardgrass,Neutral
Vascular Plant,Saccharum giganteum,"Sugar Cane Plumegrass, Tall Beardgrass",Neutral
Vascular Plant,Sasa palmata,Broadleaf Bamboo,Neutral
Vascular Plant,Schizachyrium scoparium var. scoparium,Little Bluestem,Neutral
Vascular Plant,Secale cereale,"Cultivated Rye, Rye",Neutral
Vascular Plant,Setaria faberi,Foxtail,Neutral
Vascular Plant,Setaria italica,Italian Foxtail,Neutral
Vascular Plant,Setaria parviflora,"Bent Foxtail, Bristly Foxtail",Neutral
Vascular Plant,Setaria pumila,Glaucous Foxtail,Neutral
Vascular Plant,Setaria viridis,"Green Bristle Grass, Green Foxtail",Neutral
Vascular Plant,Setaria viridis var. major,Green Bristlegrass,Neutral
Vascular Plant,Setaria viridis var. viridis,Green Bristlegrass,Neutral
Vascular Plant,Sorghastrum elliottii,"Long-Bristled Indian-Grass, Smaller Indian Grass",Neutral
Vascular Plant,Sorghastrum nutans,"Indian Grass, Yellow Indian-Grass",Neutral
Vascular Plant,Sorghum bicolor,"Broom-Corn, Shattercane, Chicken Corn, Shatter Cane, Broomcorn, Black Amber, Sorghum, Wild Cane",Neutral
Vascular Plant,Sorghum halepense,Johnson Grass,Neutral
Vascular Plant,Sphenopholis intermedia,Sphenopholis,Neutral
Vascular Plant,Sphenopholis nitida,"Shiny Wedge Grass, Shining Sphenopholis",Neutral
Vascular Plant,Sphenopholis obtusata,"Prairie Wedgegrass, Blunt Sphenopholis",Neutral
Vascular Plant,Sphenopholis pensylvanica,"Trisetum, Swamp Wedgescale",Neutral
Vascular Plant,Sporobolus clandestinus,Rough Dropseed,Neutral
Vascular Plant,Sporobolus compositus var. compositus,Dropseed,Neutral
Vascular Plant,Sporobolus indicus,Smutgrass,Neutral
Vascular Plant,Sporobolus indicus var. indicus,Smut Grass,Neutral
Vascular Plant,Sporobolus vaginiflorus var. ozarkanus,Ozark Dropseed,Neutral
Vascular Plant,Tridens flavus,"Purpletop Tridens, Tall Purple-Top Fluffgrass",Neutral
Vascular Plant,Tridens flavus var. chapmanii,Chapman's Purple Top,Neutral
Vascular Plant,Tridens flavus var. flavus,Purple Top,Neutral
Vascular Plant,Tripsacum dactyloides,Eastern Gamma Grass,Neutral
Vascular Plant,Triticum aestivum,"Wheat, Cultivated Wheat",Neutral
Vascular Plant,Uniola laxa,Slender Spikegrass,Neutral
Vascular Plant,Vulpia bromoides,Fescue,Neutral
Vascular Plant,Vulpia myuros,Rattail Fescue,Neutral
Vascular Plant,Vulpia octoflora,Annual Fescue,Neutral
Vascular Plant,Vulpia octoflora var. glauca,Sixweeks Fescue,Neutral
Vascular Plant,Vulpia octoflora var. octoflora,Sixweeks Fescue,Neutral
Vascular Plant,Sparganium americanum,"American Bur-Reed, Bur-Reed",Neutral
Vascular Plant,Sparganium androcladum,"Branching Bur-Reed, Bur-Reed",Neutral
Vascular Plant,Typha angustifolia,Narrowleaf Cattail,Neutral
Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Wideleaf Cattail",Neutral
Vascular Plant,Xyris torta,"Yellow-Eyed Grass, Twisted Yellow-Eyed-Grass",Neutral
Vascular Plant,Asplenium montanum,Mountain Spleenwort,Neutral
Vascular Plant,Asplenium pinnatifidum,Lobed Spleenwort,Neutral
Vascular Plant,Asplenium platyneuron,Ebony Spleenwort,Neutral
Vascular Plant,Asplenium resiliens,"Black-Stemmed Spleenwort, Black-Stem Spleenwort",Neutral
Vascular Plant,Asplenium rhizophyllum,"Walking-Fern Spleenwort, Walking Fern",Neutral
Vascular Plant,Asplenium ruta-muraria,"Wall-Rue, Wallrue Spleenwort",Neutral
Vascular Plant,Asplenium trichomanes ssp. trichomanes,Maidenhair Spleenwort,Neutral
Vascular Plant,Woodwardia areolata,"Netted Chain Fern, Netted Chainfern",Neutral
Vascular Plant,Woodwardia virginica,"Virginia Chainfern, Virginia Chain Fern",Neutral
Vascular Plant,Dennstaedtia punctilobula,"Eastern Hay-Scented Fern, Hay-Scented Fern",Neutral
Vascular Plant,Pteridium aquilinum,"Western Brackenfern, Bracken, Brackenfern, Northern Bracken Fern, Bracken Fern",Neutral
Vascular Plant,Pteridium aquilinum var. latiusculum,Bracken Fern,Neutral
Vascular Plant,Pteridium aquilinum var. pseudocaudatum,Bracken Fern,Neutral
Vascular Plant,Dryopteris campyloptera,"Mountain Wood-Fern, Mountain Wood Fern",Neutral
Vascular Plant,Dryopteris celsa,Log Fern,Neutral
Vascular Plant,Dryopteris cristata,"Crested Woodfern, Crested Shield-Fern",Neutral
Vascular Plant,Dryopteris goldiana,"Goldie Woodfern, Goldie's Fern",Neutral
Vascular Plant,Dryopteris intermedia,"Intermediate Wood Fern, Evergreen Woodfern",Neutral
Vascular Plant,Dryopteris marginalis,"Marginal Wood-Fern, Marginal Wood Fern",Neutral
Vascular Plant,Dryopteris X separabilis,Hybrid Wood Fern,Neutral
Vascular Plant,Polystichum acrostichoides,Christmas Fern,Neutral
Vascular Plant,Onoclea sensibilis,Sensitive Fern,Neutral
Vascular Plant,Pleopeltis polypodioides,Resurrection Fern,Neutral
Vascular Plant,Pleopeltis polypodioides ssp. michauxiana,Resurrection Fern,Neutral
Vascular Plant,Polypodium appalachianum,Rock Polypody,Neutral
Vascular Plant,Polypodium virginianum,Rock Polypody,Neutral
Vascular Plant,Adiantum pedatum,"Northern Maiden-Hair Fern, Northern Maidenhair-Fern",Neutral
Vascular Plant,Cheilanthes alabamensis,Alabama Lip Fern,Neutral
Vascular Plant,Cheilanthes lanosa,"Hairy Lipfern, Hairy Lip Fern",Neutral
Vascular Plant,Cheilanthes tomentosa,"Woolly Lipfern, Woolly Lip Fern",Neutral
Vascular Plant,Pellaea atropurpurea,"Purple Cliff-Brake, Purple-Stem Cliff-Brake",Neutral
Vascular Plant,Pellaea glabella,Dwarf Cliffbrake,Neutral
Vascular Plant,Vittaria appalachiana,"Appalachian Shoestring Fern, Appalachian Vittaria",Neutral
Vascular Plant,Phegopteris connectilis,Northern Beech Fern,Neutral
Vascular Plant,Phegopteris hexagonoptera,Broad Beech Fern,Neutral
Vascular Plant,Thelypteris noveboracensis,New York Fern,Neutral
Vascular Plant,Thelypteris palustris var. pubescens,Eastern Marsh Fern,Neutral
Vascular Plant,Thelypteris simulata,Bog Fern,Neutral
Vascular Plant,Athyrium filix-femina ssp. asplenioides,Southern Lady Fern,Neutral
Vascular Plant,Cystopteris bulbifera,Bulblet Fern,Neutral
Vascular Plant,Cystopteris protrusa,Lowland Brittle Fern,Neutral
Vascular Plant,Cystopteris tennesseensis,Tennessee Bladderfern,Neutral
Vascular Plant,Deparia acrostichoides,"Silvery Spleenwort, Silvery Glade Fern",Neutral
Vascular Plant,Diplazium pycnocarpon,Glade Fern,Neutral
Vascular Plant,Woodsia obtusa,"Blunt-Lobe Woodsia, Blunt-Lobed Cliff Fern",Neutral
Vascular Plant,Platanus occidentalis,Sycamore,Neutral
Vascular Plant,Berberis canadensis,American Barberry,Neutral
Vascular Plant,Berberis thunbergii,Japanese Barberry,Neutral
Vascular Plant,Berberis vulgaris,"Common Barberry, European Barberry",Neutral
Vascular Plant,Caulophyllum thalictroides,Blue Cohosh,Neutral
Vascular Plant,Diphylleia cymosa,"Umbrella Leaf, Umbrella-Leaf",Neutral
Vascular Plant,Jeffersonia diphylla,Twinleaf,Neutral
Vascular Plant,Mahonia bealei,Chinese Mahonia,Neutral
Vascular Plant,Nandina domestica,"Nandina, Heavenly Bamboo",Neutral
Vascular Plant,Podophyllum peltatum,"May Apple, May-Apple",Neutral
Vascular Plant,Cocculus carolinus,"Coralbead, Red-Berried Moonseed, Snailseed",Neutral
Vascular Plant,Menispermum canadense,"Moonseed, Canada Moonseed",Neutral
Vascular Plant,Adlumia fungosa,Climbing Fumitory,Neutral
